Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
6113ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6113ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ECON
6145ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6145ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6145ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6145ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6145ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-EEE
6166ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6166ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
6166ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
6166ADB,African Music and the Contemporary Art Music Scene,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6171ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
6171ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6171ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6171ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-EEE
6171ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section G,BSc-EEE
6174ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6174ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6174ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
6174ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6174ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-BA
6175ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6175ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6175ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6175ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6175ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-EEE
6200ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
6200ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6200ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6200ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
6200ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
6211ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6211ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6211ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6211ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6211ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6237ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6237ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6237ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6237ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
6237ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-ME
6239ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
6239ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
6239ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6239ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
6257ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
6257ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6257ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6257ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MIS
6257ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-MIS
6274ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6274ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6277ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
6277ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6277ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6277ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6277ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
6279ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6279ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6279ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6279ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6279ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-EEE
6279ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-EEE
6293ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
6293ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6293ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
6293ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
6293ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-CS
6298ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6298ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6298ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6298ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6298ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6301ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6301ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
6301ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6301ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
6319ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6319ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6319ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6319ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6319ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6326ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6326ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6326ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
6326ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6327ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-MIS
6327ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6327ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6327ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-MIS
6328ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6328ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6328ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6332ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6332ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6332ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6332ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6332ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-EEE
6335ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6335ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6335ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6335ADB,African Cultural Institutions,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
6335ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
6340ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
6340ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6340ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6340ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
6340ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-EEE
6343ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6343ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6343ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6343ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6343ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-EEE
6343ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-EEE
6351ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6351ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6351ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
6351ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6351ADB,African Philosophical Thought,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6351ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
6351ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6351ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6351ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
6351ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-EEE
6352ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6352ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6352ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
6352ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CS
6352ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-CS
6358ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6358ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6358ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
6358ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
6358ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-BA
6358ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6362ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6362ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6362ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6362ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6362ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6392ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6392ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6392ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6392ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6392ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
6396ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6396ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6396ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6396ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6396ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6403ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6403ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6403ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6403ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6403ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-BA
6440ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6440ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6440ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
6440ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
6440ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
6443ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6443ADB,Mathematics for Economists,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6443ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-ECON
6443ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ECON
6443ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section G,BSc-ECON
6458ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6458ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6458ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6458ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6458ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6467ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6467ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-CS
6467ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6475ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6475ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6475ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6475ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6475ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-ME
6488ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
6488ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6488ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6488ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
6488ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-EEE
6495ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
6495ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6495ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6495ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6495ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6500ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6500ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6500ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6500ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6500ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-EEE
6510ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6510ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6510ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6510ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6510ADB,International Finance,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6520ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
6520ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
6520ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
6520ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
6520ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MT
6520ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-MT
6528ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6528ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6528ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6528ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6528ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6529ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6529ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6529ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6529ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6529ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
6529ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-ME
6539ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6539ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
6539ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
6554ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6554ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6554ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6554ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6554ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6554ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
6554ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6568ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6568ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6568ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
6568ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-BA
6568ADB,African Trade and Regional Integration,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6568ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-BA
6574ADB,Competitive Strategy,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6574ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
6574ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6584ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6584ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6584ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6584ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6584ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6587ADB,Intermediate Microeconomic Theory I,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6587ADB,Intermediate Macroeconomic Theory I,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6587ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6587ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ECON
6587ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ECON
6601ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6601ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6601ADB,Organisational Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
6601ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6601ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
6603ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6603ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6603ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6603ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6603ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
6603ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section B,BSc-ME
6610ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6610ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6610ADB,Strategic Brand Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6610ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
6611ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CE
6611ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
6611ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CE
6611ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-CE
6611ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CE
6614ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6614ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6614ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6614ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6614ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
6620ADB,Applied Project (CS),Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6620ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6620ADB,Networks and Data Communication,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6620ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
